수준	날짜 및 시간	원본	이벤트 ID	작업 범주
정보	2018-02-25 오후 4:52:00	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\1527c705-839a-4832-9118-54d4bd6a0c89_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-25 오후 4:51:51	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎25T07:51:51.370678600Z에서 ‎2018‎-‎02‎-‎25T07:51:51.370147300Z(으)로 변경되었습니다.

변경 이유: An application or system component changed the time."
정보	2018-02-25 오후 4:51:51	Microsoft-Windows-Time-Service	35	없음	시간 서비스에서 현재 시스템 시간을 참조 ID 1299752500의 시간 원본 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.166.120.77:123)과(와) 동기화하는 중입니다. 현 로컬 계층 수는 3입니다.
정보	2018-02-25 오후 4:51:37	Microsoft-Windows-Time-Service	37	없음	시간 제공자NtpClient에서 현재 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.166.120.77:123)로부터 유효한 시간 데이터를 받는 중입니다.
정보	2018-02-25 오후 4:51:35	Microsoft-Windows-Time-Service	158	없음	시간 공급자 'VMICTimeProvider'에서 현재 하드웨어 및 작동 환경이 지원되지 않아 중지되었다고 표시했습니다. 이 동작은 HyperV 게스트가 아닌 환경의 VMICTimeProvider에 필요합니다. 현재 작동 환경의 현재 공급자에 필요한 동작일 수도 있습니다.
정보	2018-02-25 오후 2:16:04	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-02-25 오후 2:15:50	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎25T04:59:48.229097600Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎25T05:15:48.917762100Z

절전 모드 해제 원본: 장치 -Intel(R) USB 3.0 확장 가능한 호스트 컨트롤러 - 1.0(Microsoft)"
경고	2018-02-25 오후 2:15:48	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-25 오후 2:15:48	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-25 오후 2:15:48	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-02-25 오후 2:15:48	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-25 오후 2:15:46	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎25T04:59:50.845722400Z에서 ‎2018‎-‎02‎-‎25T05:15:46.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-25 오후 1:59:50	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-25 오후 1:59:50	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
정보	2018-02-25 오후 12:00:00	EventLog	6013	없음	시스템 작동 시간은 466278초입니다.
오류	2018-02-25 오전 10:35:47	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-25 오전 10:35:30	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎24T19:07:59.573305200Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎25T01:35:29.965624200Z

절전 모드 해제 원본: 전원 단추"
경고	2018-02-25 오전 10:35:28	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-25 오전 10:35:28	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-25 오전 10:35:28	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-25 오전 10:35:27	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎24T19:08:02.512280800Z에서 ‎2018‎-‎02‎-‎25T01:35:27.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-25 오전 4:08:02	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-25 오전 4:08:01	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
오류	2018-02-25 오전 3:21:01	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-25 오전 3:20:14	Microsoft-Windows-UserModePowerService	12	(10)	C:\Program Files (x86)\afreeca\afreecatvstreamer.exe 프로세스(프로세스 ID:12920)가 {381B4222-F694-41F0-9685-FF5BB260DF2E}에서 {381B4222-F694-41F0-9685-FF5BB260DF2E}(으)로 정책 구성표를 다시 설정했습니다.
정보	2018-02-25 오전 3:20:14	Microsoft-Windows-UserModePowerService	12	(10)	C:\Program Files (x86)\afreeca\afreecatvstreamer.exe 프로세스(프로세스 ID:12920)가 {381B4222-F694-41F0-9685-FF5BB260DF2E}에서 {381B4222-F694-41F0-9685-FF5BB260DF2E}(으)로 정책 구성표를 다시 설정했습니다.
정보	2018-02-25 오전 1:54:10	Microsoft-Windows-Kernel-General	16	없음	\??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\usrclass.dat 하이브의 액세스 기록이 삭제되어 키 1개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-25 오전 1:54:10	Microsoft-Windows-Kernel-General	16	없음	\??\C:\WINDOWS\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\usrclass.dat 하이브의 액세스 기록이 삭제되어 키 1개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-25 오전 1:18:16	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-02-25 오전 12:29:14	Microsoft-Windows-UserModePowerService	12	(10)	C:\Program Files (x86)\afreeca\afreecatvstreamer.exe 프로세스(프로세스 ID:12920)가 {381B4222-F694-41F0-9685-FF5BB260DF2E}에서 {381B4222-F694-41F0-9685-FF5BB260DF2E}(으)로 정책 구성표를 다시 설정했습니다.
정보	2018-02-25 오전 12:29:14	Microsoft-Windows-UserModePowerService	12	(10)	C:\Program Files (x86)\afreeca\afreecatvstreamer.exe 프로세스(프로세스 ID:12920)가 {381B4222-F694-41F0-9685-FF5BB260DF2E}에서 {381B4222-F694-41F0-9685-FF5BB260DF2E}(으)로 정책 구성표를 다시 설정했습니다.
정보	2018-02-24 오후 11:30:23	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-02-24 오후 10:28:03	Microsoft-Windows-WindowsUpdateClient	19	Windows 업데이트 에이전트	설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRFHVJL-Microsoft.Office.OneNote
정보	2018-02-24 오후 10:28:03	Microsoft-Windows-WindowsUpdateClient	43	Windows 업데이트 에이전트	설치 시작: Windows에서 9WZDNCRFHVJL-Microsoft.Office.OneNote 업데이트 설치를 시작했습니다.
정보	2018-02-24 오후 10:27:56	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.OneNote_17.9029.20991.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-24 오후 10:27:54	Microsoft-Windows-WindowsUpdateClient	19	Windows 업데이트 에이전트	설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRDMPT6-KeeperSecurityInc.Keeper
정보	2018-02-24 오후 10:27:48	Microsoft-Windows-WindowsUpdateClient	43	Windows 업데이트 에이전트	설치 시작: Windows에서 9WZDNCRDMPT6-KeeperSecurityInc.Keeper 업데이트 설치를 시작했습니다.
정보	2018-02-24 오후 10:27:41	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\KeeperSecurityInc.Keeper_11.0.10.0_x64__kejf07qmg0jnm\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-24 오후 10:27:24	Microsoft-Windows-WindowsUpdateClient	44	Windows 업데이트 에이전트	Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보	2018-02-24 오후 10:27:24	Microsoft-Windows-WindowsUpdateClient	44	Windows 업데이트 에이전트	Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보	2018-02-24 오후 9:13:13	Microsoft-Windows-FilterManager	6	없음	파일 시스템 필터 'BHDrvx64'(6.1, ‎2018‎-‎02‎-‎06T13:54:16.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다.
정보	2018-02-24 오후 9:13:13	Microsoft-Windows-FilterManager	1	없음	파일 시스템 필터 'BHDrvx64'(버전 6.1, ‎2018‎-‎02‎-‎06T13:54:16.000000000Z)을(를) 성공적으로 언로드했습니다.
정보	2018-02-24 오후 6:47:51	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
오류	2018-02-24 오후 6:47:51	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-24 오후 5:50:48	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-02-24 오후 5:38:12	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-24 오후 5:36:04	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-24 오후 5:26:31	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-02-24 오후 5:24:10	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보	2018-02-24 오후 5:23:50	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 14개가 업데이트되고 수정된 페이지 3개가 만들어졌습니다.
정보	2018-02-24 오후 5:23:48	Microsoft-Windows-Kernel-General	16	없음	\??\C:\WINDOWS\system32\config\ELAM 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-24 오후 5:23:30	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
오류	2018-02-24 오후 5:23:14	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-24 오후 5:23:14	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-24 오후 5:23:14	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-24 오후 5:23:14	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-24 오후 5:23:14	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
